81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,1
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,1
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,1
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,1
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,1
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,1
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,1
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,1
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,1
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,0
81,64,1
