9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
9;44;44;44;44;44;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;140;1;1;1;1;1;1;9
9;44;44;44;44;44;44;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;140;1;1;1;1;1;1;9
9;44;44;44;44;44;44;44;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;140;1;1;1;1;1;1;9
9;44;44;44;44;44;44;44;44;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;140;1;1;1;1;1;1;9
9;44;44;44;44;44;44;44;44;44;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;140;1;1;1;1;1;1;9
9;44;44;44;44;44;44;44;44;44;44;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;140;1;1;1;1;1;1;9
9;44;44;51;52;53;54;55;56;57;44;44;44;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;0;0;0;2;1;1;1;140;1;1;140;1;1;2;140;1;140;1;140;1;140;1;140;1;140;1;140;9
9;44;44;58;59;60;61;62;63;64;44;44;44;4;5;5;5;5;4;5;11;5;17;4;5;11;5;17;4;5;11;5;17;4;5;11;5;17;4;5;11;5;17;4;5;11;5;17;4;5;11;5;17;4;5;11;5;17;4;5;11;5;17;4;5;11;5;17;4;5;11;5;17;4;5;11;5;17;4;5;11;5;17;4;5;5;5;5;5;5;5;4;2;0;0;0;2;1;1;1;140;1;1;140;1;1;2;140;1;140;1;140;1;140;1;140;1;140;1;140;9
9;44;44;65;66;67;68;69;70;71;44;44;44;4;5;5;5;5;4;5;10;5;17;4;5;10;5;17;4;5;10;5;17;4;5;10;5;17;4;5;10;5;17;4;5;10;5;17;4;5;10;5;17;4;5;10;5;17;4;5;10;5;17;4;5;10;5;17;4;5;10;5;17;4;5;10;5;17;4;5;10;5;17;4;7;5;5;5;5;5;5;4;2;0;0;0;2;1;1;1;1;1;1;1;1;1;2;140;1;140;1;140;1;140;1;140;1;140;1;140;9
