1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,50,1
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,50,1
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,50,1
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,50,1
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,50,1
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,50,1
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,50,1
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,50,1
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,50,1
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,60,0
1,50,1
