110,10,1
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,10,1
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,10,1
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,10,1
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,10,1
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,10,1
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,10,1
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,10,1
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,10,1
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,10,1
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,20,0
110,10,1
